,Date,AQI,Sample_Duration,Pollutant_Type
82925,2020-03-11,20,24-HR BLK AVG,88101
82926,2020-03-11,20,24-HR BLK AVG,88101
82927,2020-03-12,22,24-HR BLK AVG,88101
82928,2020-03-12,22,24-HR BLK AVG,88101
82929,2020-03-12,22,24-HR BLK AVG,88101
82930,2020-03-12,22,24-HR BLK AVG,88101
82931,2020-03-12,22,24-HR BLK AVG,88101
82932,2020-03-12,22,24-HR BLK AVG,88101
82933,2020-03-13,10,24-HR BLK AVG,88101
82934,2020-03-13,10,24-HR BLK AVG,88101
82935,2020-03-13,10,24-HR BLK AVG,88101
82936,2020-03-13,10,24-HR BLK AVG,88101
82937,2020-03-13,10,24-HR BLK AVG,88101
82938,2020-03-13,10,24-HR BLK AVG,88101
82939,2020-03-14,10,24-HR BLK AVG,88101
82940,2020-03-14,10,24-HR BLK AVG,88101
82941,2020-03-14,10,24-HR BLK AVG,88101
82942,2020-03-14,10,24-HR BLK AVG,88101
82943,2020-03-14,10,24-HR BLK AVG,88101
82944,2020-03-14,10,24-HR BLK AVG,88101
82945,2020-03-15,7,24-HR BLK AVG,88101
82946,2020-03-15,7,24-HR BLK AVG,88101
82947,2020-03-15,7,24-HR BLK AVG,88101
82948,2020-03-15,7,24-HR BLK AVG,88101
82949,2020-03-15,7,24-HR BLK AVG,88101
82950,2020-03-15,7,24-HR BLK AVG,88101
82951,2020-03-16,8,24-HR BLK AVG,88101
82952,2020-03-16,8,24-HR BLK AVG,88101
82953,2020-03-16,8,24-HR BLK AVG,88101
82954,2020-03-16,8,24-HR BLK AVG,88101
82955,2020-03-16,8,24-HR BLK AVG,88101
82956,2020-03-16,8,24-HR BLK AVG,88101
82957,2020-03-17,17,24-HR BLK AVG,88101
82958,2020-03-17,17,24-HR BLK AVG,88101
82959,2020-03-17,17,24-HR BLK AVG,88101
82960,2020-03-17,17,24-HR BLK AVG,88101
82961,2020-03-17,17,24-HR BLK AVG,88101
82962,2020-03-17,17,24-HR BLK AVG,88101
82963,2020-03-18,13,24-HR BLK AVG,88101
82964,2020-03-18,13,24-HR BLK AVG,88101
82965,2020-03-18,13,24-HR BLK AVG,88101
82966,2020-03-18,13,24-HR BLK AVG,88101
82967,2020-03-18,13,24-HR BLK AVG,88101
82968,2020-03-18,13,24-HR BLK AVG,88101
82969,2020-03-19,10,24-HR BLK AVG,88101
82970,2020-03-19,10,24-HR BLK AVG,88101
82971,2020-03-19,10,24-HR BLK AVG,88101
82972,2020-03-19,10,24-HR BLK AVG,88101
82973,2020-03-19,10,24-HR BLK AVG,88101
82974,2020-03-19,10,24-HR BLK AVG,88101
82975,2020-03-20,9,24-HR BLK AVG,88101
82976,2020-03-20,9,24-HR BLK AVG,88101
82977,2020-03-20,9,24-HR BLK AVG,88101
82978,2020-03-20,9,24-HR BLK AVG,88101
82979,2020-03-20,9,24-HR BLK AVG,88101
82980,2020-03-20,9,24-HR BLK AVG,88101
82981,2020-03-21,30,24-HR BLK AVG,88101
82982,2020-03-21,30,24-HR BLK AVG,88101
82983,2020-03-21,30,24-HR BLK AVG,88101
82984,2020-03-21,30,24-HR BLK AVG,88101
82985,2020-03-21,30,24-HR BLK AVG,88101
82986,2020-03-21,30,24-HR BLK AVG,88101
82987,2020-03-22,23,24-HR BLK AVG,88101
82988,2020-03-22,23,24-HR BLK AVG,88101
82989,2020-03-22,23,24-HR BLK AVG,88101
82990,2020-03-22,23,24-HR BLK AVG,88101
82991,2020-03-22,23,24-HR BLK AVG,88101
82992,2020-03-22,23,24-HR BLK AVG,88101
82993,2020-03-23,18,24-HR BLK AVG,88101
82994,2020-03-23,18,24-HR BLK AVG,88101
82995,2020-03-23,18,24-HR BLK AVG,88101
82996,2020-03-23,18,24-HR BLK AVG,88101
82997,2020-03-23,18,24-HR BLK AVG,88101
82998,2020-03-23,18,24-HR BLK AVG,88101
82999,2020-03-24,18,24-HR BLK AVG,88101
83000,2020-03-24,18,24-HR BLK AVG,88101
83001,2020-03-24,18,24-HR BLK AVG,88101
83002,2020-03-24,18,24-HR BLK AVG,88101
83003,2020-03-24,18,24-HR BLK AVG,88101
83004,2020-03-24,18,24-HR BLK AVG,88101
83005,2020-03-25,16,24-HR BLK AVG,88101
83006,2020-03-25,16,24-HR BLK AVG,88101
83007,2020-03-25,16,24-HR BLK AVG,88101
83008,2020-03-25,16,24-HR BLK AVG,88101
83009,2020-03-25,16,24-HR BLK AVG,88101
83010,2020-03-25,16,24-HR BLK AVG,88101
83011,2020-03-26,59,24-HR BLK AVG,88101
83012,2020-03-26,59,24-HR BLK AVG,88101
83013,2020-03-26,59,24-HR BLK AVG,88101
83014,2020-03-26,59,24-HR BLK AVG,88101
83015,2020-03-26,59,24-HR BLK AVG,88101
83016,2020-03-26,59,24-HR BLK AVG,88101
83017,2020-03-27,78,24-HR BLK AVG,88101
83018,2020-03-27,78,24-HR BLK AVG,88101
83019,2020-03-27,78,24-HR BLK AVG,88101
83020,2020-03-27,78,24-HR BLK AVG,88101
83021,2020-03-27,78,24-HR BLK AVG,88101
83022,2020-03-27,78,24-HR BLK AVG,88101
83023,2020-03-28,26,24-HR BLK AVG,88101
83024,2020-03-28,26,24-HR BLK AVG,88101
83025,2020-03-28,26,24-HR BLK AVG,88101
83026,2020-03-28,26,24-HR BLK AVG,88101
83027,2020-03-28,26,24-HR BLK AVG,88101
83028,2020-03-28,26,24-HR BLK AVG,88101
83029,2020-03-29,15,24-HR BLK AVG,88101
83030,2020-03-29,15,24-HR BLK AVG,88101
83031,2020-03-29,15,24-HR BLK AVG,88101
83032,2020-03-29,15,24-HR BLK AVG,88101
83033,2020-03-29,15,24-HR BLK AVG,88101
83034,2020-03-29,15,24-HR BLK AVG,88101
83035,2020-03-30,38,24-HR BLK AVG,88101
83036,2020-03-30,38,24-HR BLK AVG,88101
83037,2020-03-30,38,24-HR BLK AVG,88101
83038,2020-03-30,38,24-HR BLK AVG,88101
83039,2020-03-30,38,24-HR BLK AVG,88101
83040,2020-03-30,38,24-HR BLK AVG,88101
83041,2020-03-31,24,24-HR BLK AVG,88101
83042,2020-03-31,24,24-HR BLK AVG,88101
83043,2020-03-31,24,24-HR BLK AVG,88101
83044,2020-03-31,24,24-HR BLK AVG,88101
83045,2020-03-31,24,24-HR BLK AVG,88101
83046,2020-03-31,24,24-HR BLK AVG,88101
83047,2020-04-01,18,24-HR BLK AVG,88101
83048,2020-04-01,18,24-HR BLK AVG,88101
83049,2020-04-01,18,24-HR BLK AVG,88101
83050,2020-04-01,18,24-HR BLK AVG,88101
83051,2020-04-01,18,24-HR BLK AVG,88101
83052,2020-04-01,18,24-HR BLK AVG,88101
83053,2020-04-02,20,24-HR BLK AVG,88101
83054,2020-04-02,20,24-HR BLK AVG,88101
83055,2020-04-02,20,24-HR BLK AVG,88101
83056,2020-04-02,20,24-HR BLK AVG,88101
83057,2020-04-02,20,24-HR BLK AVG,88101
83058,2020-04-02,20,24-HR BLK AVG,88101
83059,2020-04-03,12,24-HR BLK AVG,88101
83060,2020-04-03,12,24-HR BLK AVG,88101
83061,2020-04-03,12,24-HR BLK AVG,88101
83062,2020-04-03,12,24-HR BLK AVG,88101
83063,2020-04-03,12,24-HR BLK AVG,88101
83064,2020-04-03,12,24-HR BLK AVG,88101
83065,2020-04-04,113,24-HR BLK AVG,88101
83066,2020-04-04,113,24-HR BLK AVG,88101
83067,2020-04-04,113,24-HR BLK AVG,88101
83068,2020-04-04,113,24-HR BLK AVG,88101
83069,2020-04-04,113,24-HR BLK AVG,88101
83070,2020-04-04,113,24-HR BLK AVG,88101
83071,2020-04-05,72,24-HR BLK AVG,88101
83072,2020-04-05,72,24-HR BLK AVG,88101
83073,2020-04-05,72,24-HR BLK AVG,88101
83074,2020-04-05,72,24-HR BLK AVG,88101
83075,2020-04-05,72,24-HR BLK AVG,88101
83076,2020-04-05,72,24-HR BLK AVG,88101
83077,2020-04-06,29,24-HR BLK AVG,88101
83078,2020-04-06,29,24-HR BLK AVG,88101
83079,2020-04-06,29,24-HR BLK AVG,88101
83080,2020-04-06,29,24-HR BLK AVG,88101
83081,2020-04-06,29,24-HR BLK AVG,88101
83082,2020-04-06,29,24-HR BLK AVG,88101
83083,2020-04-07,42,24-HR BLK AVG,88101
83084,2020-04-07,42,24-HR BLK AVG,88101
83085,2020-04-07,42,24-HR BLK AVG,88101
83086,2020-04-07,42,24-HR BLK AVG,88101
83087,2020-04-07,42,24-HR BLK AVG,88101
83088,2020-04-07,42,24-HR BLK AVG,88101
83089,2020-04-08,51,24-HR BLK AVG,88101
83090,2020-04-08,51,24-HR BLK AVG,88101
83091,2020-04-08,51,24-HR BLK AVG,88101
83092,2020-04-08,51,24-HR BLK AVG,88101
83093,2020-04-08,51,24-HR BLK AVG,88101
83094,2020-04-08,51,24-HR BLK AVG,88101
83095,2020-04-09,19,24-HR BLK AVG,88101
83096,2020-04-09,19,24-HR BLK AVG,88101
83097,2020-04-09,19,24-HR BLK AVG,88101
83098,2020-04-09,19,24-HR BLK AVG,88101
83099,2020-04-09,19,24-HR BLK AVG,88101
83100,2020-04-09,19,24-HR BLK AVG,88101
83101,2020-04-10,23,24-HR BLK AVG,88101
83102,2020-04-10,23,24-HR BLK AVG,88101
83103,2020-04-10,23,24-HR BLK AVG,88101
83104,2020-04-10,23,24-HR BLK AVG,88101
83105,2020-04-10,23,24-HR BLK AVG,88101
83106,2020-04-10,23,24-HR BLK AVG,88101
83107,2020-04-11,38,24-HR BLK AVG,88101
83108,2020-04-11,38,24-HR BLK AVG,88101
83109,2020-04-11,38,24-HR BLK AVG,88101
83110,2020-04-11,38,24-HR BLK AVG,88101
83111,2020-04-11,38,24-HR BLK AVG,88101
83112,2020-04-11,38,24-HR BLK AVG,88101
83113,2020-04-12,10,24-HR BLK AVG,88101
83114,2020-04-12,10,24-HR BLK AVG,88101
83115,2020-04-12,10,24-HR BLK AVG,88101
83116,2020-04-12,10,24-HR BLK AVG,88101
83117,2020-04-12,10,24-HR BLK AVG,88101
83118,2020-04-12,10,24-HR BLK AVG,88101
83119,2020-05-30,8,24-HR BLK AVG,88101
83120,2020-05-30,8,24-HR BLK AVG,88101
83121,2020-05-30,8,24-HR BLK AVG,88101
83122,2020-05-30,8,24-HR BLK AVG,88101
83123,2020-05-30,8,24-HR BLK AVG,88101
83124,2020-05-30,8,24-HR BLK AVG,88101
83125,2020-05-31,9,24-HR BLK AVG,88101
83126,2020-05-31,9,24-HR BLK AVG,88101
83127,2020-05-31,9,24-HR BLK AVG,88101
83128,2020-05-31,9,24-HR BLK AVG,88101
83129,2020-05-31,9,24-HR BLK AVG,88101
83130,2020-05-31,9,24-HR BLK AVG,88101
83131,2020-06-01,18,24-HR BLK AVG,88101
83132,2020-06-01,18,24-HR BLK AVG,88101
83133,2020-06-01,18,24-HR BLK AVG,88101
83134,2020-06-01,18,24-HR BLK AVG,88101
83135,2020-06-01,18,24-HR BLK AVG,88101
83136,2020-06-01,18,24-HR BLK AVG,88101
83137,2020-06-02,24,24-HR BLK AVG,88101
83138,2020-06-02,24,24-HR BLK AVG,88101
83139,2020-06-02,24,24-HR BLK AVG,88101
83140,2020-06-02,24,24-HR BLK AVG,88101
83141,2020-06-02,24,24-HR BLK AVG,88101
83142,2020-06-02,24,24-HR BLK AVG,88101
83143,2020-06-03,24,24-HR BLK AVG,88101
83144,2020-06-03,24,24-HR BLK AVG,88101
83145,2020-06-03,24,24-HR BLK AVG,88101
83146,2020-06-03,24,24-HR BLK AVG,88101
83147,2020-06-03,24,24-HR BLK AVG,88101
83148,2020-06-03,24,24-HR BLK AVG,88101
83149,2020-06-04,28,24-HR BLK AVG,88101
83150,2020-06-04,28,24-HR BLK AVG,88101
83151,2020-06-04,28,24-HR BLK AVG,88101
83152,2020-06-04,28,24-HR BLK AVG,88101
83153,2020-06-04,28,24-HR BLK AVG,88101
83154,2020-06-04,28,24-HR BLK AVG,88101
83155,2020-06-05,16,24-HR BLK AVG,88101
83156,2020-06-05,16,24-HR BLK AVG,88101
83157,2020-06-05,16,24-HR BLK AVG,88101
83158,2020-06-05,16,24-HR BLK AVG,88101
83159,2020-06-05,16,24-HR BLK AVG,88101
83160,2020-06-05,16,24-HR BLK AVG,88101
83161,2020-06-06,25,24-HR BLK AVG,88101
83162,2020-06-06,25,24-HR BLK AVG,88101
83163,2020-06-06,25,24-HR BLK AVG,88101
83164,2020-06-06,25,24-HR BLK AVG,88101
83165,2020-06-06,25,24-HR BLK AVG,88101
83166,2020-06-06,25,24-HR BLK AVG,88101
83167,2020-06-07,21,24-HR BLK AVG,88101
83168,2020-06-07,21,24-HR BLK AVG,88101
83169,2020-06-07,21,24-HR BLK AVG,88101
83170,2020-06-07,21,24-HR BLK AVG,88101
83171,2020-06-07,21,24-HR BLK AVG,88101
83172,2020-06-07,21,24-HR BLK AVG,88101
83173,2020-06-08,25,24-HR BLK AVG,88101
83174,2020-06-08,25,24-HR BLK AVG,88101
83175,2020-06-08,25,24-HR BLK AVG,88101
83176,2020-06-08,25,24-HR BLK AVG,88101
83177,2020-06-08,25,24-HR BLK AVG,88101
83178,2020-06-08,25,24-HR BLK AVG,88101
83179,2020-06-09,21,24-HR BLK AVG,88101
83180,2020-06-09,21,24-HR BLK AVG,88101
83181,2020-06-09,21,24-HR BLK AVG,88101
83182,2020-06-09,21,24-HR BLK AVG,88101
83183,2020-06-09,21,24-HR BLK AVG,88101
83184,2020-06-09,21,24-HR BLK AVG,88101
83185,2020-06-10,11,24-HR BLK AVG,88101
83186,2020-06-10,11,24-HR BLK AVG,88101
83187,2020-06-10,11,24-HR BLK AVG,88101
83188,2020-06-10,11,24-HR BLK AVG,88101
83189,2020-06-10,11,24-HR BLK AVG,88101
83190,2020-06-10,11,24-HR BLK AVG,88101
83191,2020-06-11,17,24-HR BLK AVG,88101
83192,2020-06-11,17,24-HR BLK AVG,88101
83193,2020-06-11,17,24-HR BLK AVG,88101
83194,2020-06-11,17,24-HR BLK AVG,88101
83195,2020-06-11,17,24-HR BLK AVG,88101
83196,2020-06-11,17,24-HR BLK AVG,88101
83197,2020-06-12,16,24-HR BLK AVG,88101
83198,2020-06-12,16,24-HR BLK AVG,88101
83199,2020-06-12,16,24-HR BLK AVG,88101
83200,2020-06-12,16,24-HR BLK AVG,88101
83201,2020-06-12,16,24-HR BLK AVG,88101
83202,2020-06-12,16,24-HR BLK AVG,88101
83203,2020-06-13,18,24-HR BLK AVG,88101
83204,2020-06-13,18,24-HR BLK AVG,88101
83205,2020-06-13,18,24-HR BLK AVG,88101
83206,2020-06-13,18,24-HR BLK AVG,88101
83207,2020-06-13,18,24-HR BLK AVG,88101
83208,2020-06-13,18,24-HR BLK AVG,88101
83209,2020-06-14,17,24-HR BLK AVG,88101
83210,2020-06-14,17,24-HR BLK AVG,88101
83211,2020-06-14,17,24-HR BLK AVG,88101
83212,2020-06-14,17,24-HR BLK AVG,88101
83213,2020-06-14,17,24-HR BLK AVG,88101
83214,2020-06-14,17,24-HR BLK AVG,88101
83215,2020-06-15,28,24-HR BLK AVG,88101
83216,2020-06-15,28,24-HR BLK AVG,88101
83217,2020-06-15,28,24-HR BLK AVG,88101
83218,2020-06-15,28,24-HR BLK AVG,88101
83219,2020-06-15,28,24-HR BLK AVG,88101
83220,2020-06-15,28,24-HR BLK AVG,88101
83221,2020-06-16,38,24-HR BLK AVG,88101
83222,2020-06-16,38,24-HR BLK AVG,88101
83223,2020-06-16,38,24-HR BLK AVG,88101
83224,2020-06-16,38,24-HR BLK AVG,88101
83225,2020-06-16,38,24-HR BLK AVG,88101
83226,2020-06-16,38,24-HR BLK AVG,88101
83227,2020-06-17,33,24-HR BLK AVG,88101
83228,2020-06-17,33,24-HR BLK AVG,88101
83229,2020-06-17,33,24-HR BLK AVG,88101
83230,2020-06-17,33,24-HR BLK AVG,88101
83231,2020-06-17,33,24-HR BLK AVG,88101
83232,2020-06-17,33,24-HR BLK AVG,88101
83233,2020-06-18,30,24-HR BLK AVG,88101
83234,2020-06-18,30,24-HR BLK AVG,88101
83235,2020-06-18,30,24-HR BLK AVG,88101
83236,2020-06-18,30,24-HR BLK AVG,88101
83237,2020-06-18,30,24-HR BLK AVG,88101
83238,2020-06-18,30,24-HR BLK AVG,88101
83239,2020-06-19,13,24-HR BLK AVG,88101
83240,2020-06-19,13,24-HR BLK AVG,88101
83241,2020-06-19,13,24-HR BLK AVG,88101
83242,2020-06-19,13,24-HR BLK AVG,88101
83243,2020-06-19,13,24-HR BLK AVG,88101
83244,2020-06-19,13,24-HR BLK AVG,88101
83245,2020-06-20,22,24-HR BLK AVG,88101
83246,2020-06-20,22,24-HR BLK AVG,88101
83247,2020-06-20,22,24-HR BLK AVG,88101
83248,2020-06-20,22,24-HR BLK AVG,88101
83249,2020-06-20,22,24-HR BLK AVG,88101
83250,2020-06-20,22,24-HR BLK AVG,88101
83251,2020-06-21,13,24-HR BLK AVG,88101
83252,2020-06-21,13,24-HR BLK AVG,88101
83253,2020-06-21,13,24-HR BLK AVG,88101
83254,2020-06-21,13,24-HR BLK AVG,88101
83255,2020-06-21,13,24-HR BLK AVG,88101
83256,2020-06-21,13,24-HR BLK AVG,88101
83257,2020-06-22,7,24-HR BLK AVG,88101
83258,2020-06-22,7,24-HR BLK AVG,88101
83259,2020-06-22,7,24-HR BLK AVG,88101
83260,2020-06-22,7,24-HR BLK AVG,88101
83261,2020-06-22,7,24-HR BLK AVG,88101
83262,2020-06-22,7,24-HR BLK AVG,88101
83263,2020-06-23,13,24-HR BLK AVG,88101
83264,2020-06-23,13,24-HR BLK AVG,88101
83265,2020-06-23,13,24-HR BLK AVG,88101
83266,2020-06-23,13,24-HR BLK AVG,88101
83267,2020-06-23,13,24-HR BLK AVG,88101
83268,2020-06-23,13,24-HR BLK AVG,88101
83269,2020-06-24,18,24-HR BLK AVG,88101
83270,2020-06-24,18,24-HR BLK AVG,88101
83271,2020-06-24,18,24-HR BLK AVG,88101
83272,2020-06-24,18,24-HR BLK AVG,88101
83273,2020-06-24,18,24-HR BLK AVG,88101
83274,2020-06-24,18,24-HR BLK AVG,88101
83275,2020-06-25,19,24-HR BLK AVG,88101
83276,2020-06-25,19,24-HR BLK AVG,88101
83277,2020-06-25,19,24-HR BLK AVG,88101
83278,2020-06-25,19,24-HR BLK AVG,88101
83279,2020-06-25,19,24-HR BLK AVG,88101
83280,2020-06-25,19,24-HR BLK AVG,88101
83281,2020-06-26,33,24-HR BLK AVG,88101
83282,2020-06-26,33,24-HR BLK AVG,88101
83283,2020-06-26,33,24-HR BLK AVG,88101
83284,2020-06-26,33,24-HR BLK AVG,88101
83285,2020-06-26,33,24-HR BLK AVG,88101
83286,2020-06-26,33,24-HR BLK AVG,88101
83287,2020-06-27,59,24-HR BLK AVG,88101
83288,2020-06-27,59,24-HR BLK AVG,88101
83289,2020-06-27,59,24-HR BLK AVG,88101
83290,2020-06-27,59,24-HR BLK AVG,88101
83291,2020-06-27,59,24-HR BLK AVG,88101
83292,2020-06-27,59,24-HR BLK AVG,88101
83293,2020-06-28,90,24-HR BLK AVG,88101
83294,2020-06-28,90,24-HR BLK AVG,88101
83295,2020-06-28,90,24-HR BLK AVG,88101
83296,2020-06-28,90,24-HR BLK AVG,88101
83297,2020-06-28,90,24-HR BLK AVG,88101
83298,2020-06-28,90,24-HR BLK AVG,88101
83299,2020-06-29,40,24-HR BLK AVG,88101
83300,2020-06-29,40,24-HR BLK AVG,88101
83301,2020-06-29,40,24-HR BLK AVG,88101
83302,2020-06-29,40,24-HR BLK AVG,88101
83303,2020-06-29,40,24-HR BLK AVG,88101
83304,2020-06-29,40,24-HR BLK AVG,88101
83305,2020-07-01,63,24-HR BLK AVG,88101
83306,2020-07-01,63,24-HR BLK AVG,88101
83307,2020-07-01,63,24-HR BLK AVG,88101
83308,2020-07-01,63,24-HR BLK AVG,88101
83309,2020-07-01,63,24-HR BLK AVG,88101
83310,2020-07-01,63,24-HR BLK AVG,88101
83311,2020-07-02,39,24-HR BLK AVG,88101
83312,2020-07-02,39,24-HR BLK AVG,88101
83313,2020-07-02,39,24-HR BLK AVG,88101
83314,2020-07-02,39,24-HR BLK AVG,88101
83315,2020-07-02,39,24-HR BLK AVG,88101
83316,2020-07-02,39,24-HR BLK AVG,88101
83317,2020-07-03,28,24-HR BLK AVG,88101
83318,2020-07-03,28,24-HR BLK AVG,88101
83319,2020-07-03,28,24-HR BLK AVG,88101
83320,2020-07-03,28,24-HR BLK AVG,88101
83321,2020-07-03,28,24-HR BLK AVG,88101
83322,2020-07-03,28,24-HR BLK AVG,88101
83323,2020-07-04,107,24-HR BLK AVG,88101
83324,2020-07-04,107,24-HR BLK AVG,88101
83325,2020-07-04,107,24-HR BLK AVG,88101
83326,2020-07-04,107,24-HR BLK AVG,88101
83327,2020-07-04,107,24-HR BLK AVG,88101
83328,2020-07-04,107,24-HR BLK AVG,88101
83329,2020-07-05,55,24-HR BLK AVG,88101
83330,2020-07-05,55,24-HR BLK AVG,88101
83331,2020-07-05,55,24-HR BLK AVG,88101
83332,2020-07-05,55,24-HR BLK AVG,88101
83333,2020-07-05,55,24-HR BLK AVG,88101
83334,2020-07-05,55,24-HR BLK AVG,88101
83335,2020-07-06,32,24-HR BLK AVG,88101
83336,2020-07-06,32,24-HR BLK AVG,88101
83337,2020-07-06,32,24-HR BLK AVG,88101
83338,2020-07-06,32,24-HR BLK AVG,88101
83339,2020-07-06,32,24-HR BLK AVG,88101
83340,2020-07-06,32,24-HR BLK AVG,88101
83341,2020-07-07,26,24-HR BLK AVG,88101
83342,2020-07-07,26,24-HR BLK AVG,88101
83343,2020-07-07,26,24-HR BLK AVG,88101
83344,2020-07-07,26,24-HR BLK AVG,88101
83345,2020-07-07,26,24-HR BLK AVG,88101
83346,2020-07-07,26,24-HR BLK AVG,88101
83347,2020-07-08,24,24-HR BLK AVG,88101
83348,2020-07-08,24,24-HR BLK AVG,88101
83349,2020-07-08,24,24-HR BLK AVG,88101
83350,2020-07-08,24,24-HR BLK AVG,88101
83351,2020-07-08,24,24-HR BLK AVG,88101
83352,2020-07-08,24,24-HR BLK AVG,88101
83353,2020-07-09,14,24-HR BLK AVG,88101
83354,2020-07-09,14,24-HR BLK AVG,88101
83355,2020-07-09,14,24-HR BLK AVG,88101
83356,2020-07-09,14,24-HR BLK AVG,88101
83357,2020-07-09,14,24-HR BLK AVG,88101
83358,2020-07-09,14,24-HR BLK AVG,88101
83359,2020-07-10,15,24-HR BLK AVG,88101
83360,2020-07-10,15,24-HR BLK AVG,88101
83361,2020-07-10,15,24-HR BLK AVG,88101
83362,2020-07-10,15,24-HR BLK AVG,88101
83363,2020-07-10,15,24-HR BLK AVG,88101
83364,2020-07-10,15,24-HR BLK AVG,88101
83365,2020-07-11,30,24-HR BLK AVG,88101
83366,2020-07-11,30,24-HR BLK AVG,88101
83367,2020-07-11,30,24-HR BLK AVG,88101
83368,2020-07-11,30,24-HR BLK AVG,88101
83369,2020-07-11,30,24-HR BLK AVG,88101
83370,2020-07-11,30,24-HR BLK AVG,88101
83371,2020-07-13,11,24-HR BLK AVG,88101
83372,2020-07-13,11,24-HR BLK AVG,88101
83373,2020-07-13,11,24-HR BLK AVG,88101
83374,2020-07-13,11,24-HR BLK AVG,88101
83375,2020-07-13,11,24-HR BLK AVG,88101
83376,2020-07-13,11,24-HR BLK AVG,88101
83377,2020-07-14,33,24-HR BLK AVG,88101
83378,2020-07-14,33,24-HR BLK AVG,88101
83379,2020-07-14,33,24-HR BLK AVG,88101
83380,2020-07-14,33,24-HR BLK AVG,88101
83381,2020-07-14,33,24-HR BLK AVG,88101
83382,2020-07-14,33,24-HR BLK AVG,88101
83383,2020-08-04,19,24-HR BLK AVG,88101
83384,2020-08-04,19,24-HR BLK AVG,88101
83385,2020-08-04,19,24-HR BLK AVG,88101
83386,2020-08-04,19,24-HR BLK AVG,88101
83387,2020-08-04,19,24-HR BLK AVG,88101
83388,2020-08-04,19,24-HR BLK AVG,88101
83389,2020-08-05,17,24-HR BLK AVG,88101
83390,2020-08-05,17,24-HR BLK AVG,88101
83391,2020-08-05,17,24-HR BLK AVG,88101
83392,2020-08-05,17,24-HR BLK AVG,88101
83393,2020-08-05,17,24-HR BLK AVG,88101
83394,2020-08-05,17,24-HR BLK AVG,88101
83395,2020-08-06,43,24-HR BLK AVG,88101
83396,2020-08-06,43,24-HR BLK AVG,88101
83397,2020-08-06,43,24-HR BLK AVG,88101
83398,2020-08-06,43,24-HR BLK AVG,88101
83399,2020-08-06,43,24-HR BLK AVG,88101
83400,2020-08-06,43,24-HR BLK AVG,88101
83401,2020-08-08,32,24-HR BLK AVG,88101
83402,2020-08-08,32,24-HR BLK AVG,88101
83403,2020-08-08,32,24-HR BLK AVG,88101
83404,2020-08-08,32,24-HR BLK AVG,88101
83405,2020-08-08,32,24-HR BLK AVG,88101
83406,2020-08-08,32,24-HR BLK AVG,88101
83407,2020-08-09,23,24-HR BLK AVG,88101
83408,2020-08-09,23,24-HR BLK AVG,88101
83409,2020-08-09,23,24-HR BLK AVG,88101
83410,2020-08-09,23,24-HR BLK AVG,88101
83411,2020-08-09,23,24-HR BLK AVG,88101
83412,2020-08-09,23,24-HR BLK AVG,88101
83413,2020-08-10,31,24-HR BLK AVG,88101
83414,2020-08-10,31,24-HR BLK AVG,88101
83415,2020-08-10,31,24-HR BLK AVG,88101
83416,2020-08-10,31,24-HR BLK AVG,88101
83417,2020-08-10,31,24-HR BLK AVG,88101
83418,2020-08-10,31,24-HR BLK AVG,88101
83419,2020-08-11,17,24-HR BLK AVG,88101
83420,2020-08-11,17,24-HR BLK AVG,88101
83421,2020-08-11,17,24-HR BLK AVG,88101
83422,2020-08-11,17,24-HR BLK AVG,88101
83423,2020-08-11,17,24-HR BLK AVG,88101
83424,2020-08-11,17,24-HR BLK AVG,88101
83425,2020-08-12,28,24-HR BLK AVG,88101
83426,2020-08-12,28,24-HR BLK AVG,88101
83427,2020-08-12,28,24-HR BLK AVG,88101
83428,2020-08-12,28,24-HR BLK AVG,88101
83429,2020-08-12,28,24-HR BLK AVG,88101
83430,2020-08-12,28,24-HR BLK AVG,88101
83431,2020-08-13,34,24-HR BLK AVG,88101
83432,2020-08-13,34,24-HR BLK AVG,88101
83433,2020-08-13,34,24-HR BLK AVG,88101
83434,2020-08-13,34,24-HR BLK AVG,88101
83435,2020-08-13,34,24-HR BLK AVG,88101
83436,2020-08-13,34,24-HR BLK AVG,88101
83437,2020-08-14,54,24-HR BLK AVG,88101
83438,2020-08-14,54,24-HR BLK AVG,88101
83439,2020-08-14,54,24-HR BLK AVG,88101
83440,2020-08-14,54,24-HR BLK AVG,88101
83441,2020-08-14,54,24-HR BLK AVG,88101
83442,2020-08-14,54,24-HR BLK AVG,88101
83443,2020-08-15,54,24-HR BLK AVG,88101
83444,2020-08-15,54,24-HR BLK AVG,88101
83445,2020-08-15,54,24-HR BLK AVG,88101
83446,2020-08-15,54,24-HR BLK AVG,88101
83447,2020-08-15,54,24-HR BLK AVG,88101
83448,2020-08-15,54,24-HR BLK AVG,88101
83449,2020-08-16,33,24-HR BLK AVG,88101
83450,2020-08-16,33,24-HR BLK AVG,88101
83451,2020-08-16,33,24-HR BLK AVG,88101
83452,2020-08-16,33,24-HR BLK AVG,88101
83453,2020-08-16,33,24-HR BLK AVG,88101
83454,2020-08-16,33,24-HR BLK AVG,88101
83455,2020-08-17,19,24-HR BLK AVG,88101
83456,2020-08-17,19,24-HR BLK AVG,88101
83457,2020-08-17,19,24-HR BLK AVG,88101
83458,2020-08-17,19,24-HR BLK AVG,88101
83459,2020-08-17,19,24-HR BLK AVG,88101
83460,2020-08-17,19,24-HR BLK AVG,88101
83461,2020-08-18,25,24-HR BLK AVG,88101
